Model,Article Count,Article ID,Entity,Start,End
en_ner_bionlp13cg_md,1000,23165155,human health,107,119
en_ner_bionlp13cg_md,1000,23159502,h2ax,779,783
en_ner_bionlp13cg_md,1000,22708639,prostaglandin e2,309,325
en_ner_bionlp13cg_md,1000,23044094,intracellular il 18 on,779,801
en_ner_bionlp13cg_md,1000,23237384,ahas,225,229
en_ner_bionlp13cg_md,1000,23246469,phospholipid,1410,1422
en_ner_bionlp13cg_md,1000,23060276,bioavailable,640,652
en_ner_bionlp13cg_md,1000,23135549,female,430,436
en_ner_bionlp13cg_md,1000,23157634,gaba,289,293
en_ner_bionlp13cg_md,1000,22301814,liver,680,685
en_ner_bionlp13cg_md,1000,23160480,stat5b a630p,1623,1635
en_ner_bionlp13cg_md,1000,23244292,b rg o,340,346
en_ner_bionlp13cg_md,1000,23122161,prostaglandin,635,648
en_ner_bionlp13cg_md,1000,23145944,tube,790,794
en_ner_bionlp13cg_md,1000,23235923,acth receptor,113,126
en_ner_bionlp13cg_md,1000,23246797,solid,1009,1014
en_ner_bionlp13cg_md,1000,23201441,ptgs2,1183,1188
en_ner_bionlp13cg_md,1000,23201452,balb c mice,787,798
en_ner_bionlp13cg_md,1000,22610748,alanine aminotransferase,316,340
en_ner_bionlp13cg_md,1000,23195959,cellular,94,102
en_ner_bionlp13cg_md,1000,22983790,arterial,79,87
en_ner_bionlp13cg_md,1000,23059508,cyps,354,358
en_ner_bionlp13cg_md,1000,23000446,chlorogenic acid,1049,1065
en_ner_bionlp13cg_md,1000,22549410,brain,1453,1458
en_ner_bionlp13cg_md,1000,22610748,ast,378,381
en_ner_bionlp13cg_md,1000,23099503,organ,1399,1404
en_ner_bionlp13cg_md,1000,23208955,rab,476,479
en_ner_bionlp13cg_md,1000,22847135,fas death receptor,1109,1127
en_ner_bionlp13cg_md,1000,23178950,nanoparticles,1144,1157
en_ner_bionlp13cg_md,1000,23235690,cycle life,197,207
en_ner_bionlp13cg_md,1000,22939899,rgc,801,804
en_ner_bionlp13cg_md,1000,23064722,hent1,934,939
en_ner_bionlp13cg_md,1000,22989414,triterpenoid,16,28
en_ner_bionlp13cg_md,1000,23223499,estrogen receptor alpha,789,812
en_ner_bionlp13cg_md,1000,23194408,blood leptin,985,997
en_ner_bionlp13cg_md,1000,23231410,surface,855,862
en_ner_bionlp13cg_md,1000,23229057,a549,1524,1528
en_ner_bionlp13cg_md,1000,22876953,nad ,1003,1007
en_ner_bionlp13cg_md,1000,22614004,breast cancer,1515,1528
en_ner_bionlp13cg_md,1000,23197046,fnabc,769,774
en_ner_bionlp13cg_md,1000,22553909,itrdnt,1203,1209
en_ner_bionlp13cg_md,1000,23157625,bdnf,304,308
en_ner_bionlp13cg_md,1000,23235156,sry,1499,1502
en_ner_bionlp13cg_md,1000,23099502,toxins,402,408
en_ner_bionlp13cg_md,1000,23238103,estrogen,1621,1629
en_ner_bionlp13cg_md,1000,23135241,agomelatine,1180,1191
en_ner_bionlp13cg_md,1000,22241176,adenovirus serotype 5,0,21
en_ner_bionlp13cg_md,1000,23111950,mgo,649,652
en_ner_bionlp13cg_md,1000,22972752,mice,803,807
en_ner_bionlp13cg_md,1000,23220512,polyacetylene gymnasterkoreayne b,285,318
en_ner_bionlp13cg_md,1000,23086182,ddt,1195,1198
en_ner_bionlp13cg_md,1000,22564442,stx 1a,1674,1680
en_ner_bionlp13cg_md,1000,22986947,hepatocyte,155,165
en_ner_bionlp13cg_md,1000,22313530,nuclei,1672,1678
en_ner_bionlp13cg_md,1000,23024204,ssat2,698,703
en_ner_bionlp13cg_md,1000,23249384,1 propanol,214,224
en_ner_bionlp13cg_md,1000,23111348,cdr1,416,420
en_ner_bionlp13cg_md,1000,23159669,cancer,93,99
en_ner_bionlp13cg_md,1000,23160481,nucleus,1132,1139
en_ner_bionlp13cg_md,1000,23148024,skin,226,230
en_ner_bionlp13cg_md,1000,23043183,oral,180,184
en_ner_bionlp13cg_md,1000,22491024,af21934,782,789
en_ner_bionlp13cg_md,1000,23136062,1 4 7 triazacyclononane 1 4 7 triacetic acid,179,223
en_ner_bionlp13cg_md,1000,23201927,ros,460,463
en_ner_bionlp13cg_md,1000,23220618,pai 1,1053,1058
en_ner_bionlp13cg_md,1000,22864849,gcl,912,915
en_ner_bionlp13cg_md,1000,23138112,lin28a,1026,1032
en_ner_bionlp13cg_md,1000,23184149,dopamine,1057,1065
en_ner_bionlp13cg_md,1000,23235156,cam,214,217
en_ner_bionlp13cg_md,1000,22439867,aerial,41,47
en_ner_bionlp13cg_md,1000,23141427,bowel,2081,2086
en_ner_bionlp13cg_md,1000,22803803,human,1311,1316
en_ner_bionlp13cg_md,1000,23192339,mouse intestinal cell line stc 1,827,859
en_ner_bionlp13cg_md,1000,23197647, 3 h mtx,1325,1334
en_ner_bionlp13cg_md,1000,22719017,fas,933,936
en_ner_bionlp13cg_md,1000,23052191,monkeys,2047,2054
en_ner_bionlp13cg_md,1000,22986488,fgf 23,240,246
en_ner_bionlp13cg_md,1000,23252553,klebsiella pneumoniae,165,186
en_ner_bionlp13cg_md,1000,22725249,hairless mouse,718,732
en_ner_bionlp13cg_md,1000,23017411,nuclear,780,787
en_ner_bionlp13cg_md,1000,23052191,melamine,2127,2135
en_ner_bionlp13cg_md,1000,22736625,estrogen,950,958
en_ner_bionlp13cg_md,1000,22887780,children,1666,1674
en_ner_bionlp13cg_md,1000,22719017,i 2 imidazoline,1514,1530
en_ner_bionlp13cg_md,1000,23180691,nps,1344,1347
en_ner_bionlp13cg_md,1000,22511286,leaves,10,16
en_ner_bionlp13cg_md,1000,23200943,malignancies,64,76
en_ner_bionlp13cg_md,1000,23212047,gtp,513,516
en_ner_bionlp13cg_md,1000,22564442,adenylyl cyclase ac ,972,993
en_ner_bionlp13cg_md,1000,23142112,rissooidea,265,275
en_ner_bionlp13cg_md,1000,23042952,4 g rsv,1079,1086
en_ner_bionlp13cg_md,1000,22708639,rat,993,996
en_ner_bionlp13cg_md,1000,22977167,fa,851,853
en_ner_bionlp13cg_md,1000,22079313,fish,131,135
en_ner_bionlp13cg_md,1000,22972752,mouse,306,311
en_ner_bionlp13cg_md,1000,22690834,plasma,1131,1137
en_ner_bionlp13cg_md,1000,23089250,se,2150,2152
en_ner_bionlp13cg_md,1000,23196670,pcbs,120,124
en_ner_bionlp13cg_md,1000,23245699,csb,152,155
en_ner_bionlp13cg_md,1000,23092225,brush,479,484
en_ner_bionlp13cg_md,1000,22525272,gbm,1570,1573
en_ner_bionlp13cg_md,1000,23178323,edema,1480,1485
en_ner_bionlp13cg_md,1000,22430206,nuclear egfr,1397,1409
en_ner_bionlp13cg_md,1000,22982569,medial basal hypothalamus,1034,1059
en_ner_bionlp13cg_md,1000,22915370,fn,789,791
en_ner_bionlp13cg_md,1000,23058251,nadph,1426,1431
en_ner_bionlp13cg_md,1000,23220041,chicken chorioallantoic membrane,380,412
en_ner_bionlp13cg_md,1000,23246481,albumin,466,473
en_ner_bionlp13cg_md,1000,23020786,nabumetone,1365,1375
en_ner_bionlp13cg_md,1000,23036330,anti tumor,451,461
en_ner_bionlp13cg_md,1000,23042952,4 g rsv,1415,1422
en_ner_bionlp13cg_md,1000,23232078,matrix metalloproteinase,181,205
en_ner_bionlp13cg_md,1000,23109425,cis for,739,746
en_ner_bionlp13cg_md,1000,23150210,tariquidar,426,436
en_ner_bionlp13cg_md,1000,22370640,human osteosarcoma cell lines,197,226
en_ner_bionlp13cg_md,1000,23085436,ob ob mice,198,208
en_ner_bionlp13cg_md,1000,23046524,paraoxon,912,920
en_ner_bionlp13cg_md,1000,23123224,cpa,73,76
en_ner_bionlp13cg_md,1000,22665065,skin,1316,1320
en_ner_bionlp13cg_md,1000,23063623,chromatin,923,932
en_ner_bionlp13cg_md,1000,23167767,x,228,229
en_ner_bionlp13cg_md,1000,22995584,epothilones,1603,1614
en_ner_bionlp13cg_md,1000,23192350,leukocytes,114,124
en_ner_bionlp13cg_md,1000,23042952,3g rsv,534,540
en_ner_bionlp13cg_md,1000,22981949,reln,805,809
en_ner_bionlp13cg_md,1000,23177260,gbe,490,493
en_ner_bionlp13cg_md,1000,23085522,children,755,763
en_ner_bionlp13cg_md,1000,22581512,oil,197,200
en_ner_bionlp13cg_md,1000,23210777,mammary,140,147
en_ner_bionlp13cg_md,1000,22607130,apigenin,317,325
en_ner_bionlp13cg_md,1000,22732147,placenta,54,62
en_ner_bionlp13cg_md,1000,23194541,leaf,861,865
en_ner_bionlp13cg_md,1000,23086141,apj,1178,1181
en_ner_bionlp13cg_md,1000,22551778,myocardium,1295,1305
en_ner_bionlp13cg_md,1000,23092880,mtorc1,284,290
en_ner_bionlp13cg_md,1000,23117207,nrf2,514,518
en_ner_bionlp13cg_md,1000,23245515,n1 substituent and,169,187
en_ner_bionlp13cg_md,1000,22577972,w w,688,691
en_ner_bionlp13cg_md,1000,23229510,cells,1357,1362
en_ner_bionlp13cg_md,1000,23197046,hyperplastic nodule,1015,1034
en_ner_bionlp13cg_md,1000,23164713,na255 derivatives,411,428
en_ner_bionlp13cg_md,1000,22835278,ovary,55,60
en_ner_bionlp13cg_md,1000,23124594,stevioside,1157,1167
en_ner_bionlp13cg_md,1000,22872142,cell,670,674
en_ner_bionlp13cg_md,1000,23238299,chelidonium,202,213
en_ner_bionlp13cg_md,1000,22982479,antidepressant like,1373,1392
en_ner_bionlp13cg_md,1000,23246578,dexamethasone,697,710
en_ner_bionlp13cg_md,1000,23195959,phospho akt,207,218
en_ner_bionlp13cg_md,1000,22521210,cell,658,662
en_ner_bionlp13cg_md,1000,23172734,fullerene nanoparticles,0,23
en_ner_bionlp13cg_md,1000,23085095,buspirone,588,597
en_ner_bionlp13cg_md,1000,22915370,men,60,63
en_ner_bionlp13cg_md,1000,23210777,prostate,149,157
en_ner_bionlp13cg_md,1000,23210786,platelet,1447,1455
en_ner_bionlp13cg_md,1000,23126280,α tubulin,319,328
en_ner_bionlp13cg_md,1000,23161868,pit 1,1843,1848
en_ner_bionlp13cg_md,1000,23092304,polyelectrolyte pdmaema,267,290
en_ner_bionlp13cg_md,1000,23194828,glutamate,1331,1340
en_ner_bionlp13cg_md,1000,22722028,mice,422,426
en_ner_bionlp13cg_md,1000,22551778,dmd,461,464
en_ner_bionlp13cg_md,1000,22525272,dram1,1332,1337
en_ner_bionlp13cg_md,1000,22813627,minp g,456,462
en_ner_bionlp13cg_md,1000,23141427,capsule,8,15
en_ner_bionlp13cg_md,1000,23229056,erythromycin a,381,395
en_ner_bionlp13cg_md,1000,23219869,pomc,64,68
en_ner_bionlp13cg_md,1000,23065531,rats,1727,1731
en_ner_bionlp13cg_md,1000,23052191,high dose,1452,1461
en_ner_bionlp13cg_md,1000,23220035,estradiol,760,769
en_ner_bionlp13cg_md,1000,22551778,transendocardial,125,141
en_ner_bionlp13cg_md,1000,23237733,ugt1a3,585,591
en_ner_bionlp13cg_md,1000,23085095,cyp3a,987,992
en_ner_bionlp13cg_md,1000,23202134,k obovata,408,418
en_ner_bionlp13cg_md,1000,22626763,cellular,64,72
en_ner_bionlp13cg_md,1000,23170957,subtilis,1435,1443
en_ner_bionlp13cg_md,1000,23249538,opiate,439,445
en_ner_bionlp13cg_md,1000,23065592,vdr,1413,1416
en_ner_bionlp13cg_md,1000,22610748,john wiley,1487,1497
en_ner_bionlp13cg_md,1000,23085295,osteocytes,98,108
en_ner_bionlp13cg_md,1000,22982218,h3k4me3,757,764
en_ner_bionlp13cg_md,1000,22508482,epidermal growth factor,134,157
en_ner_bionlp13cg_md,1000,22951949,cell,287,291
en_ner_bionlp13cg_md,1000,22935511,cocaine,620,627
en_ner_bionlp13cg_md,1000,23129783,fasr,716,720
en_ner_bionlp13cg_md,1000,22910795,t cells,390,397
en_ner_bionlp13cg_md,1000,23091188,lpv,290,293
en_ner_bionlp13cg_md,1000,23233197,hybrid scaffolds,292,308
en_ner_bionlp13cg_md,1000,22426233,camp,867,871
en_ner_bionlp13cg_md,1000,23199989,volatiles,1011,1020
en_ner_bionlp13cg_md,1000,22531751,mice,1235,1239
en_ner_bionlp13cg_md,1000,22312035,afm1,241,245
en_ner_bionlp13cg_md,1000,23168115,brain stem,312,322
en_ner_bionlp13cg_md,1000,23246798,peo,610,613
en_ner_bionlp13cg_md,1000,23244033,oil droplet rapidly shrinks,1094,1121
en_ner_bionlp13cg_md,1000,22705273,phenobarbital,806,819
en_ner_bionlp13cg_md,1000,23197046,thyroid nodule,1433,1447
en_ner_bionlp13cg_md,1000,23153668,liposome,538,546
en_ner_bionlp13cg_md,1000,23118028,ldir,174,178
en_ner_bionlp13cg_md,1000,22982248,neuronal,1561,1569
en_ner_bionlp13cg_md,1000,23053666,cldn4,534,539
en_ner_bionlp13cg_md,1000,23086141,hypothalamic paraventricular,40,68
en_ner_bionlp13cg_md,1000,22951949,nitrogen ,21,30
en_ner_bionlp13cg_md,1000,23103224,cells,1245,1250
en_ner_bionlp13cg_md,1000,22803803,human,586,591
en_ner_bionlp13cg_md,1000,23059508,wistar rats,379,390
en_ner_bionlp13cg_md,1000,23220035,dibutyl phthalate,451,468
en_ner_bionlp13cg_md,1000,23201452,wistar rats,940,951
en_ner_bionlp13cg_md,1000,23223499,hepatic cyp3a,350,363
en_ner_bionlp13cg_md,1000,23165727,osteoclast,1659,1669
en_ner_bionlp13cg_md,1000,22690834,ad,179,181
en_ner_bionlp13cg_md,1000,23123249,30min,1496,1501
en_ner_bionlp13cg_md,1000,23111886,blood urea,781,791
en_ner_bionlp13cg_md,1000,23064325,22 5mg kg,1570,1579
en_ner_bionlp13cg_md,1000,23064722,nucleoside,211,221
en_ner_bionlp13cg_md,1000,23169609,plasma,1337,1343
en_ner_bionlp13cg_md,1000,23220041,linolenate,885,895
en_ner_bionlp13cg_md,1000,23157698,solid organ transplantations,0,28
en_ner_bionlp13cg_md,1000,23220035,dehp,1116,1120
en_ner_bionlp13cg_md,1000,23014761,tumor,750,755
en_ner_bionlp13cg_md,1000,23161873,peripheral glucose,1054,1072
en_ner_bionlp13cg_md,1000,23178593,dna,1152,1155
en_ner_bionlp13cg_md,1000,22455986,gm soybean,302,312
en_ner_bionlp13cg_md,1000,23066996,membranes,990,999
en_ner_bionlp13cg_md,1000,23179753,human embryonic stem cell,464,489
en_ner_bionlp13cg_md,1000,23204517,pep 19,991,997
en_ner_bionlp13cg_md,1000,23085334,gpcrs,43,48
en_ner_bionlp13cg_md,1000,22664304,glutamate,476,485
en_ner_bionlp13cg_md,1000,23020787,secretory,602,611
en_ner_bionlp13cg_md,1000,23192350,fut4 7 9 ,1520,1534
en_ner_bionlp13cg_md,1000,23220538,intestinal tumors,980,997
en_ner_bionlp13cg_md,1000,23237733,ugt1a9,617,623
en_ner_bionlp13cg_md,1000,23167531,blood,291,296
en_ner_bionlp13cg_md,1000,23249384,thf,1358,1361
en_ner_bionlp13cg_md,1000,23063927,bche,1017,1021
en_ner_bionlp13cg_md,1000,23136129,tmem106b,574,582
en_ner_bionlp13cg_md,1000,23150495,egr2,540,544
en_ner_bionlp13cg_md,1000,22796428,ne,909,911
en_ner_bionlp13cg_md,1000,23179349,kidney,770,776
en_ner_bionlp13cg_md,1000,22796428,adhd,62,66
en_ner_bionlp13cg_md,1000,23220618,hyperoside,103,113
en_ner_bionlp13cg_md,1000,23117207,sqstm1,1459,1465
en_ner_bionlp13cg_md,1000,22864849,tbhp induced,1453,1465
en_ner_bionlp13cg_md,1000,23165154,roms,1422,1426
en_ner_bionlp13cg_md,1000,22742738,cells,332,337
en_ner_bionlp13cg_md,1000,23168115,5 ht,235,239
en_ner_bionlp13cg_md,1000,23020788,plasma,340,346
en_ner_bionlp13cg_md,1000,23164616,microglia,68,77
en_ner_bionlp13cg_md,1000,23200255,pde3,326,330
en_ner_bionlp13cg_md,1000,23256485,inhibitor type,1133,1147
en_ner_bionlp13cg_md,1000,23007888,hpc,403,406
en_ner_bionlp13cg_md,1000,23123664,taurine,348,355
en_ner_bionlp13cg_md,1000,22985736,dehp,865,869
en_ner_bionlp13cg_md,1000,23219526,il 6,281,285
en_ner_bionlp13cg_md,1000,22525271,cytoplasmic,829,840
en_ner_bionlp13cg_md,1000,23117151,pnt1a,415,420
en_ner_bionlp13cg_md,1000,22410775,cells,979,984
en_ner_bionlp13cg_md,1000,22878908,mouse,843,848
en_ner_bionlp13cg_md,1000,22966073,serine,343,349
en_ner_bionlp13cg_md,1000,22989775,polar surface area,1184,1202
en_ner_bionlp13cg_md,1000,23157634,glx,307,310
en_ner_bionlp13cg_md,1000,23220614,iso,1500,1503
en_ner_bionlp13cg_md,1000,23131595,tissue,1055,1061
en_ner_bionlp13cg_md,1000,22717740,cells,164,169
en_ner_bionlp13cg_md,1000,23153618,slns,464,468
en_ner_bionlp13cg_md,1000,23206276,au,749,751
en_ner_bionlp13cg_md,1000,23220035,phthalic acid,10,23
en_ner_bionlp13cg_md,1000,23229510,cells,825,830
en_ner_bionlp13cg_md,1000,23256531,alcohol,456,463
en_ner_bionlp13cg_md,1000,22495969,20 hydroxyecdysone,130,148
en_ner_bionlp13cg_md,1000,23085121,dna,437,440
en_ner_bionlp13cg_md,1000,23052190,mdz,529,532
en_ner_bionlp13cg_md,1000,23148024,keratinocytes,1008,1021
en_ner_bionlp13cg_md,1000,23150067,sk hep 1,583,591
en_ner_bionlp13cg_md,1000,22847135,naringin,1215,1223
en_ner_bionlp13cg_md,1000,23220037,p gp,16,20
en_ner_bionlp13cg_md,1000,22861486,hpa,401,404
en_ner_bionlp13cg_md,1000,22493952,taraxerone,1294,1304
en_ner_bionlp13cg_md,1000,22878908,oleic acid,652,662
en_ner_bionlp13cg_md,1000,23205567,r20hz,895,900
en_ner_bionlp13cg_md,1000,23223020,igt gdm,1365,1372
en_ner_bionlp13cg_md,1000,23178632,rats,1233,1237
en_ner_bionlp13cg_md,1000,23199987,spermine,724,732
en_ner_bionlp13cg_md,1000,23194532,hepatic,1059,1066
en_ner_bionlp13cg_md,1000,23220538,cancer,234,240
en_ner_bionlp13cg_md,1000,23063927,human cancer cells,56,74
en_ner_bionlp13cg_md,1000,23207409,monoamine neurotransmitters,39,66
en_ner_bionlp13cg_md,1000,23220041,ion paired,829,839
en_ner_bionlp13cg_md,1000,22968082,amph,1775,1779
en_ner_bionlp13cg_md,1000,23201180,μm,1015,1017
en_ner_bionlp13cg_md,1000,23060524,mice,200,204
en_ner_bionlp13cg_md,1000,23085095,rats,1260,1264
en_ner_bionlp13cg_md,1000,22765351,hydrogen,1664,1672
en_ner_bionlp13cg_md,1000,23040268,vascular wall,982,995
en_ner_bionlp13cg_md,1000,23100157,igm,827,830
en_ner_bionlp13cg_md,1000,23103566,liver,705,710
en_ner_bionlp13cg_md,1000,23147692,blood cells,36,47
en_ner_bionlp13cg_md,1000,23151001,grks,306,310
en_ner_bionlp13cg_md,1000,23020786,cbr3,921,925
en_ner_bionlp13cg_md,1000,22761031,colonospheres,933,946
en_ner_bionlp13cg_md,1000,23201092,lhβ,911,914
en_ner_bionlp13cg_md,1000,23256715,pulmonary,20,29
en_ner_bionlp13cg_md,1000,22451331,bixa orellana l ,0,16
en_ner_bionlp13cg_md,1000,23111950,mg,845,847
en_ner_bionlp13cg_md,1000,23192347,pdi,548,551
en_ner_bionlp13cg_md,1000,23229057,pcn,220,223
en_ner_bionlp13cg_md,1000,23192350,endothelial e p selectin,128,152
en_ner_bionlp13cg_md,1000,23210774,human,126,131
en_ner_bionlp13cg_md,1000,23076766,msns,345,349
en_ner_bionlp13cg_md,1000,22856387,oral,1179,1183
en_ner_bionlp13cg_md,1000,23092225,a ,614,616
en_ner_bionlp13cg_md,1000,23165155,colon,455,460
en_ner_bionlp13cg_md,1000,23218401,rooibos tea,1273,1284
en_ner_bionlp13cg_md,1000,23220145,human colon carcinoma cell lines,893,926
en_ner_bionlp13cg_md,1000,23199366,pulmonary,1177,1186
en_ner_bionlp13cg_md,1000,22995439,rat striata,1037,1048
en_ner_bionlp13cg_md,1000,22835278,leydig cell tumours,28,47
en_ner_bionlp13cg_md,1000,22360570,pp1,968,971
en_ner_bionlp13cg_md,1000,23183177,luminal,255,262
en_ner_bionlp13cg_md,1000,23246481,vascular,1113,1121
en_ner_bionlp13cg_md,1000,23106534,liver pcts,594,604
en_ner_bionlp13cg_md,1000,23178257,vdr,651,654
en_ner_bionlp13cg_md,1000,23044992,nfatc1,1654,1660
en_ner_bionlp13cg_md,1000,23079545,arginine,172,180
en_ner_bionlp13cg_md,1000,23146761,cyp7a1,955,961
en_ner_bionlp13cg_md,1000,23244629,ammonium hydroxide,639,657
en_ner_bionlp13cg_md,1000,23122161,hexane,916,922
en_ner_bionlp13cg_md,1000,22982248,zif268,1342,1348
en_ner_bionlp13cg_md,1000,22901687,oleuropein,908,918
en_ner_bionlp13cg_md,1000,23127499,nei like,1469,1477
en_ner_bionlp13cg_md,1000,22986947,mitochondria,987,999
en_ner_bionlp13cg_md,1000,23240979,cellular,1274,1282
en_ner_bionlp13cg_md,1000,22491024,lsp1,913,917
en_ner_bionlp13cg_md,1000,22628292,rats,211,215
en_ner_bionlp13cg_md,1000,23213199,calcein acetoxymethylester cobalt,489,522
en_ner_bionlp13cg_md,1000,22664304,da neurons,634,644
en_ner_bionlp13cg_md,1000,23207056,9w,1076,1078
en_ner_bionlp13cg_md,1000,22856387,oral,112,116
en_ner_bionlp13cg_md,1000,23132909,lcat,868,872
en_ner_bionlp13cg_md,1000,23194513,polyphenols,1326,1337
en_ner_bionlp13cg_md,1000,23219869,adrenocorticotropic hormone,4,31
en_ner_bionlp13cg_md,1000,23228886,amino acid,737,747
en_ner_bionlp13cg_md,1000,22614014,ctsk,327,331
en_ner_bionlp13cg_md,1000,23210777,ovarian,159,166
en_ner_bionlp13cg_md,1000,23047828,ngt,801,804
en_ner_bionlp13cg_md,1000,23228886,nf l,902,906
en_ner_bionlp13cg_md,1000,22430206,cetuximab,2033,2042
en_ner_bionlp13cg_md,1000,23122081,juice,253,258
en_ner_bionlp13cg_md,1000,23150999,membranes,533,542
en_ner_bionlp13cg_md,1000,23085095,aconitum roots,251,265
en_ner_bionlp13cg_md,1000,23017405,2 methyl 3 furanthiol,784,805
en_ner_bionlp13cg_md,1000,23246578,edema,865,870
en_ner_bionlp13cg_md,1000,23149657,patients,206,214
en_ner_bionlp13cg_md,1000,23178632,amiodarone,484,494
en_ner_bionlp13cg_md,1000,23196670,cell cell,1020,1029
en_ner_bionlp13cg_md,1000,23129806,muscles,507,514
en_ner_bionlp13cg_md,1000,23177536,mct,1331,1334
en_ner_bionlp13cg_md,1000,23017398,shell,191,196
en_ner_bionlp13cg_md,1000,23178593,dna,91,94
en_ner_bionlp13cg_md,1000,23008095,insular cancer,507,521
en_ner_bionlp13cg_md,1000,22313530,medial prefrontal cortex,1316,1340
en_ner_bionlp13cg_md,1000,22628292,rat mesenchymal stem cells,558,584
en_ner_bionlp13cg_md,1000,22986488,serum phosphate,153,168
en_ner_bionlp13cg_md,1000,23065141,jurkat t cells,1619,1633
en_ner_bionlp13cg_md,1000,23202442,stam 1,1309,1315
en_ner_bionlp13cg_md,1000,22519721,barrier layer,293,306
en_ner_bionlp13cg_md,1000,23026138,methamphetamine,424,439
en_ner_bionlp13cg_md,1000,23043183,vilanterol,1271,1281
en_ner_bionlp13cg_md,1000,23201051,cell,1391,1395
en_ner_bionlp13cg_md,1000,22876784,rats,163,167
en_ner_bionlp13cg_md,1000,23132909,apoa i,1085,1091
en_ner_bionlp13cg_md,1000,23200254,oxoacetic acid piperazine,24,49
en_ner_bionlp13cg_md,1000,23229556,xyloglucan,573,583
en_ner_bionlp13cg_md,1000,22743996,mitochondria,23,35
en_ner_bionlp13cg_md,1000,23065141,rev ,948,952
en_ner_bionlp13cg_md,1000,22995439,iron oxide,35,45
en_ner_bionlp13cg_md,1000,23074095,cellular,64,72
en_ner_bionlp13cg_md,1000,23122161,methanol,753,761
en_ner_bionlp13cg_md,1000,23142789,endocrine,333,342
en_ner_bionlp13cg_md,1000,23194828,mk 801,734,740
en_ner_bionlp13cg_md,1000,22749926,cholinergic,1816,1827
en_ner_bionlp13cg_md,1000,23246798,gr,1455,1457
en_ner_bionlp13cg_md,1000,22864849,gsh,720,723
en_ner_bionlp13cg_md,1000,23247545,pb,579,581
en_ner_bionlp13cg_md,1000,23254198,mcf 7 cells,648,659
en_ner_bionlp13cg_md,1000,23178651,mtdna,1218,1223
en_ner_bionlp13cg_md,1000,22972752,cortical area,1200,1213
en_ner_bionlp13cg_md,1000,23063782,mouse,356,361
en_ner_bionlp13cg_md,1000,23150659,plasma membrane,732,747
en_ner_bionlp13cg_md,1000,22554350,vitamin e,739,748
en_ner_bionlp13cg_md,1000,22717743,pancreatitis,473,485
en_ner_bionlp13cg_md,1000,23205584,3d,503,505
en_ner_bionlp13cg_md,1000,22967140,erβ agonist dpn,645,660
en_ner_bionlp13cg_md,1000,23223177,mice,487,491
en_ner_bionlp13cg_md,1000,23186033,pulmonary embolus,1296,1313
en_ner_bionlp13cg_md,1000,23069372,bone,68,72
en_ner_bionlp13cg_md,1000,22761042,rc50,859,863
en_ner_bionlp13cg_md,1000,22926007,ache,603,607
en_ner_bionlp13cg_md,1000,23199996,se,633,635
en_ner_bionlp13cg_md,1000,22703447,wsp,679,682
en_ner_bionlp13cg_md,1000,22694127,ibuprofen ion exchange fiber complexes,1272,1310
en_ner_bionlp13cg_md,1000,23210786,blood,1125,1130
en_ner_bionlp13cg_md,1000,23159464,femoral neck bmd,799,815
en_ner_bionlp13cg_md,1000,23247008,aldh2,1238,1243
en_ner_bionlp13cg_md,1000,23240979,dna,1689,1692
en_ner_bionlp13cg_md,1000,23089045,ache,266,270
en_ner_bionlp13cg_md,1000,23146755,oil,53,56
en_ner_bionlp13cg_md,1000,22614014,ctsk,795,799
en_ner_bionlp13cg_md,1000,23161868,ras dva,948,955
en_ner_bionlp13cg_md,1000,23184572,cath,1396,1400
en_ner_bionlp13cg_md,1000,23246481,human umbilical vein endothelial cells,341,379
en_ner_bionlp13cg_md,1000,23150210,abc transporter,69,84
en_ner_bionlp13cg_md,1000,23183177,luminal,1638,1645
en_ner_bionlp13cg_md,1000,23118486,dna,129,132
en_ner_bionlp13cg_md,1000,23069372,mandibular rami,1217,1232
en_ner_bionlp13cg_md,1000,22697341,me,567,569
en_ner_bionlp13cg_md,1000,22935770,toll like receptor,899,917
en_ner_bionlp13cg_md,1000,23010360,ventricular myocytes,1258,1278
en_ner_bionlp13cg_md,1000,22902308,pravastatin,506,517
en_ner_bionlp13cg_md,1000,22708639,acetylcholine,233,246
en_ner_bionlp13cg_md,1000,22499272,mice,998,1002
en_ner_bionlp13cg_md,1000,23200943,cyp11a1,808,815
en_ner_bionlp13cg_md,1000,22564442,cgp52432,1261,1269
en_ner_bionlp13cg_md,1000,23194076,insulin,586,593
en_ner_bionlp13cg_md,1000,23219526,ap 1,885,889
en_ner_bionlp13cg_md,1000,23220614,phyllostachys pubescens,120,143
en_ner_bionlp13cg_md,1000,23205634,bile acids,1146,1156
en_ner_bionlp13cg_md,1000,23046524,paraoxon,6,14
en_ner_bionlp13cg_md,1000,23214973,mms,1150,1153
en_ner_bionlp13cg_md,1000,23129783,annexin v propidium,1079,1098
en_ner_bionlp13cg_md,1000,23232123,amino acid,672,682
en_ner_bionlp13cg_md,1000,23089250,se,227,229
en_ner_bionlp13cg_md,1000,23239602,double wall amorphous fepo4 nanotubes,0,37
en_ner_bionlp13cg_md,1000,23245699,low dose,1092,1100
en_ner_bionlp13cg_md,1000,23197046,patients,702,710
en_ner_bionlp13cg_md,1000,23104248,female,1108,1114
en_ner_bionlp13cg_md,1000,22982569,cellular leptin,92,107
en_ner_bionlp13cg_md,1000,23250808,w w,579,582
