Model,Data section,Article Count,Article ID,Entity,Start,End
en_ner_craft_md,evaluation.abstracts,1000,23631496,se,1022,1024
en_ner_craft_md,evaluation.abstracts,1000,23200945,coenzymes 2,913,924
en_ner_craft_md,evaluation.abstracts,1000,23557092,p magp co dmaema b ppdsma,731,757
en_ner_craft_md,evaluation.abstracts,1000,23585769,lipid,1211,1216
en_ner_craft_md,evaluation.abstracts,1000,23317098,oxygen,393,399
en_ner_craft_md,evaluation.abstracts,1000,23464881,zinc oxide,644,654
en_ner_craft_md,evaluation.abstracts,1000,23256623,human,352,357
en_ner_craft_md,evaluation.abstracts,1000,23148227,runx1,496,501
en_ner_craft_md,evaluation.abstracts,1000,22941424,carbohydrate,1358,1370
en_ner_craft_md,evaluation.abstracts,1000,22961094,trx1,149,153
en_ner_craft_md,evaluation.abstracts,1000,23123251,alkyl,1180,1185
en_ner_craft_md,evaluation.abstracts,1000,23274771,molecule,1208,1216
en_ner_craft_md,evaluation.abstracts,1000,23553619,adr,1108,1111
en_ner_craft_md,evaluation.abstracts,1000,23440581,c wilfordii,900,912
en_ner_craft_md,evaluation.abstracts,1000,23352512,o acyl isopeptides,25,43
en_ner_craft_md,evaluation.abstracts,1000,23428346,rat,1904,1907
en_ner_craft_md,evaluation.abstracts,1000,23348497,aldh16a1,321,329
en_ner_craft_md,evaluation.abstracts,1000,23298277,inhibitor of,17,29
en_ner_craft_md,evaluation.abstracts,1000,23122119,phenolic compounds,932,950
en_ner_craft_md,evaluation.abstracts,1000,23458445,bacteria,347,355
en_ner_craft_md,evaluation.abstracts,1000,23454016,ferric ions,1302,1313
en_ner_craft_md,evaluation.abstracts,1000,23495999,metabolites,1085,1096
en_ner_craft_md,evaluation.abstracts,1000,22370641,wnt6 promoter,879,892
en_ner_craft_md,evaluation.abstracts,1000,23464881,molecular chains,498,514
en_ner_craft_md,evaluation.abstracts,1000,23433811,nucleotide excision,919,938
en_ner_craft_md,evaluation.abstracts,1000,23497872,formulations,1103,1115
en_ner_craft_md,evaluation.abstracts,1000,23318728,trans 3 hydroxycotinine,499,523
en_ner_craft_md,evaluation.abstracts,1000,23605692,molecularly,2296,2307
en_ner_craft_md,evaluation.abstracts,1000,22348279,monoterpenoids,267,281
en_ner_craft_md,evaluation.abstracts,1000,23411338,chemicals,896,905
en_ner_craft_md,evaluation.abstracts,1000,23237706,retinoid x receptor,1217,1236
en_ner_craft_md,evaluation.abstracts,1000,23160931,fullerene,1452,1461
en_ner_craft_md,evaluation.abstracts,1000,23431964,known compounds,177,192
en_ner_craft_md,evaluation.abstracts,1000,23081760,genes,2221,2226
en_ner_craft_md,evaluation.abstracts,1000,23322517,monocyte,708,716
en_ner_craft_md,evaluation.abstracts,1000,23344039,drug,182,186
en_ner_craft_md,evaluation.abstracts,1000,23469757,borate ester,277,289
en_ner_craft_md,evaluation.abstracts,1000,23321274,fibrin,1574,1580
en_ner_craft_md,evaluation.abstracts,1000,23497872,compounds,1021,1030
en_ner_craft_md,evaluation.abstracts,1000,22580612,inhibitors,971,981
en_ner_craft_md,evaluation.abstracts,1000,23256623,microsomes,248,258
en_ner_craft_md,evaluation.abstracts,1000,23523661,hydroxyproline,544,558
en_ner_craft_md,evaluation.abstracts,1000,23244296,molecular probe,183,198
en_ner_craft_md,evaluation.abstracts,1000,23237706,glutathione reductase,1183,1204
en_ner_craft_md,evaluation.abstracts,1000,23313796,trans ε viniferin,645,662
en_ner_craft_md,evaluation.abstracts,1000,23237841,cellular,486,494
en_ner_craft_md,evaluation.abstracts,1000,22349823,introduction,654,666
en_ner_craft_md,evaluation.abstracts,1000,23553997,water,469,474
en_ner_craft_md,evaluation.abstracts,1000,23448281,purine,793,799
en_ner_craft_md,evaluation.abstracts,1000,23290487,chemicals,385,394
en_ner_craft_md,evaluation.abstracts,1000,23460310,dna,635,638
en_ner_craft_md,evaluation.abstracts,1000,23420583,phosphate,80,89
en_ner_craft_md,evaluation.abstracts,1000,23395916,steroid hormone,1040,1055
en_ner_craft_md,evaluation.abstracts,1000,23449200,compounds,79,88
en_ner_craft_md,evaluation.abstracts,1000,22349823,atp,869,872
en_ner_craft_md,evaluation.abstracts,1000,23143891,metabolites,1612,1623
en_ner_craft_md,evaluation.abstracts,1000,23639360,nuclear factor kappa bp65,1582,1607
en_ner_craft_md,evaluation.abstracts,1000,23500779,hexabromocyclododecane hbcd,180,207
en_ner_craft_md,evaluation.abstracts,1000,23395003,fbxl10,298,304
en_ner_craft_md,evaluation.abstracts,1000,23396446,protocatechuate,721,736
en_ner_craft_md,evaluation.abstracts,1000,23402371,human,397,402
en_ner_craft_md,evaluation.abstracts,1000,23639875,pge2,257,261
en_ner_craft_md,evaluation.abstracts,1000,23469757,cell,1327,1331
en_ner_craft_md,evaluation.abstracts,1000,23044488,residues,1140,1148
en_ner_craft_md,evaluation.abstracts,1000,23444286,plp,1109,1112
en_ner_craft_md,evaluation.abstracts,1000,22585533,cells,213,218
en_ner_craft_md,evaluation.abstracts,1000,23495999,aicd,1165,1169
en_ner_craft_md,evaluation.abstracts,1000,23425332,compound,700,708
en_ner_craft_md,evaluation.abstracts,1000,23000076,glutamatergic,1670,1683
en_ner_craft_md,evaluation.abstracts,1000,23209282,human,101,106
en_ner_craft_md,evaluation.abstracts,1000,22936354,calcium dependent,974,991
en_ner_craft_md,evaluation.abstracts,1000,23109429,epl1,594,598
en_ner_craft_md,evaluation.abstracts,1000,23435674,molecule,91,99
en_ner_craft_md,evaluation.abstracts,1000,23471540,genes,531,536
en_ner_craft_md,evaluation.abstracts,1000,23411291,honey,544,549
en_ner_craft_md,evaluation.abstracts,1000,23500536,venoms,205,211
en_ner_craft_md,evaluation.abstracts,1000,23017394,acid,10,14
en_ner_craft_md,evaluation.abstracts,1000,22902329,neuronal cell,1853,1866
en_ner_craft_md,evaluation.abstracts,1000,23587424,analogues,536,545
en_ner_craft_md,evaluation.abstracts,1000,23200734,16 hydroxylated steroids,1500,1524
en_ner_craft_md,evaluation.abstracts,1000,23495691,proteins,788,796
en_ner_craft_md,evaluation.abstracts,1000,23564940,vertebrate genomes,1681,1699
en_ner_craft_md,evaluation.abstracts,1000,23016694,dopaminergic,970,982
en_ner_craft_md,evaluation.abstracts,1000,23314054,fragments,573,582
en_ner_craft_md,evaluation.abstracts,1000,23209282,isoform,71,78
en_ner_craft_md,evaluation.abstracts,1000,23625910,ache,1403,1407
en_ner_craft_md,evaluation.abstracts,1000,23630454,neurosecretory cells,647,667
en_ner_craft_md,evaluation.abstracts,1000,23473581,molecular,0,9
en_ner_craft_md,evaluation.abstracts,1000,23494186,ldl c,507,512
en_ner_craft_md,evaluation.abstracts,1000,23433811,dna,1061,1064
en_ner_craft_md,evaluation.abstracts,1000,23535146,repd,717,721
en_ner_craft_md,evaluation.abstracts,1000,22917842,multivitamin,5,17
en_ner_craft_md,evaluation.abstracts,1000,22083351,gene,952,956
en_ner_craft_md,evaluation.abstracts,1000,23377119,compounds,662,671
en_ner_craft_md,evaluation.abstracts,1000,23519077,enzymatic,285,294
en_ner_craft_md,evaluation.abstracts,1000,23471741,integrase inhibitor,529,548
en_ner_craft_md,evaluation.abstracts,1000,23376996,plants,53,59
en_ner_craft_md,evaluation.abstracts,1000,22585533,cells,874,879
en_ner_craft_md,evaluation.abstracts,1000,22376270,enzyme,1058,1064
en_ner_craft_md,evaluation.abstracts,1000,23353735,compounds,293,302
en_ner_craft_md,evaluation.abstracts,1000,23518319,histone,397,404
en_ner_craft_md,evaluation.abstracts,1000,23574017,rats,801,805
en_ner_craft_md,evaluation.abstracts,1000,23362271,mv h,292,296
en_ner_craft_md,evaluation.abstracts,1000,23291061,chemical,1200,1208
en_ner_craft_md,evaluation.abstracts,1000,23639875,mice,675,679
en_ner_craft_md,evaluation.abstracts,1000,22317828,food,1743,1747
en_ner_craft_md,evaluation.abstracts,1000,23339181,purine nucleoside,354,371
en_ner_craft_md,evaluation.abstracts,1000,23636270,lipid,853,858
en_ner_craft_md,evaluation.abstracts,1000,23637063,chemical,23,31
en_ner_craft_md,evaluation.abstracts,1000,22988818,friedelin,838,847
en_ner_craft_md,evaluation.abstracts,1000,23219524,protein coupled receptor,75,99
en_ner_craft_md,evaluation.abstracts,1000,22766107,glucose,178,185
en_ner_craft_md,evaluation.abstracts,1000,23233535,short c peptide,147,162
en_ner_craft_md,evaluation.abstracts,1000,23347038,m6p binding site,1281,1297
en_ner_craft_md,evaluation.abstracts,1000,23396144,c ,365,367
en_ner_craft_md,evaluation.abstracts,1000,23561207,polycyclic aromatic hydrocarbons,163,195
en_ner_craft_md,evaluation.abstracts,1000,23148227,p53,652,655
en_ner_craft_md,evaluation.abstracts,1000,23323548,taurocholic acid,697,713
en_ner_craft_md,evaluation.abstracts,1000,23275570,human cells,502,513
en_ner_craft_md,evaluation.abstracts,1000,23493259,saccharomyces cerevisiae,0,24
en_ner_craft_md,evaluation.abstracts,1000,23504315,leptin,924,930
en_ner_craft_md,evaluation.abstracts,1000,23274058,jaceosidin induced cell,799,822
en_ner_craft_md,evaluation.abstracts,1000,23594303,electron,932,940
en_ner_craft_md,evaluation.abstracts,1000,23444015,binding site,269,281
en_ner_craft_md,evaluation.abstracts,1000,23239882,eukaryotic compartments,24,47
en_ner_craft_md,evaluation.abstracts,1000,23274908,mmol l,782,788
en_ner_craft_md,evaluation.abstracts,1000,23103450,cytoplasmic membrane,601,621
en_ner_craft_md,evaluation.abstracts,1000,23313711,aldehydes,266,275
en_ner_craft_md,evaluation.abstracts,1000,23629669,hydroxyapatite,320,334
en_ner_craft_md,evaluation.abstracts,1000,22324431,acid,449,453
en_ner_craft_md,evaluation.abstracts,1000,23052197,b a p,951,956
en_ner_craft_md,evaluation.abstracts,1000,23361653,colloidal,1343,1352
en_ner_craft_md,evaluation.abstracts,1000,23375209,hdl c,642,647
en_ner_craft_md,evaluation.abstracts,1000,23435180,gene,827,831
en_ner_craft_md,evaluation.abstracts,1000,23561083,compounds,1019,1028
en_ner_craft_md,evaluation.abstracts,1000,23333577,cell,466,470
en_ner_craft_md,evaluation.abstracts,1000,23540839,3 indolepropionic acid,230,252
en_ner_craft_md,evaluation.abstracts,1000,23362116,enzyme,683,689
en_ner_craft_md,evaluation.abstracts,1000,23323627,disulfide,486,495
en_ner_craft_md,evaluation.abstracts,1000,23548702,animals,1519,1526
en_ner_craft_md,evaluation.abstracts,1000,23267011,introduced,601,611
en_ner_craft_md,evaluation.abstracts,1000,23561083,phenolic compounds,744,762
en_ner_craft_md,evaluation.abstracts,1000,23537377,region of human thrombin,186,210
en_ner_craft_md,evaluation.abstracts,1000,23519149,cells,214,219
en_ner_craft_md,evaluation.abstracts,1000,22820555,drug,1401,1405
en_ner_craft_md,evaluation.abstracts,1000,23352908,gene,524,528
en_ner_craft_md,evaluation.abstracts,1000,23553997,cell genes,288,298
en_ner_craft_md,evaluation.abstracts,1000,23065140,l carnitine,977,988
en_ner_craft_md,evaluation.abstracts,1000,23605692,transmembrane,211,224
en_ner_craft_md,evaluation.abstracts,1000,23408272,plant,221,226
en_ner_craft_md,evaluation.abstracts,1000,23075005,mrp2,1258,1262
en_ner_craft_md,evaluation.abstracts,1000,23256622,drf 4012,94,102
en_ner_craft_md,evaluation.abstracts,1000,23461378,oatp1b1,385,392
en_ner_craft_md,evaluation.abstracts,1000,23261677,rip1 rip3 complex,1123,1140
en_ner_craft_md,evaluation.abstracts,1000,23362116,retinol dehydrogenase reductase,859,890
en_ner_craft_md,evaluation.abstracts,1000,23435674,molecules,1134,1143
en_ner_craft_md,evaluation.abstracts,1000,23377760,viral,869,874
en_ner_craft_md,evaluation.abstracts,1000,23343976,isoforms,1143,1151
en_ner_craft_md,evaluation.abstracts,1000,23296568,molecules,387,396
en_ner_craft_md,evaluation.abstracts,1000,23519077,protein,1228,1235
en_ner_craft_md,evaluation.abstracts,1000,23603194,l arginine,1182,1192
en_ner_craft_md,evaluation.abstracts,1000,23271732,hmp 1,1527,1532
en_ner_craft_md,evaluation.abstracts,1000,23044488,enzymatically,1593,1606
en_ner_craft_md,evaluation.abstracts,1000,23141189,cell,785,789
en_ner_craft_md,evaluation.abstracts,1000,23515291,igfbp 2,861,868
en_ner_craft_md,evaluation.abstracts,1000,23221636,human,865,870
en_ner_craft_md,evaluation.abstracts,1000,23469757,drug,1899,1903
en_ner_craft_md,evaluation.abstracts,1000,23237706,holarctic freshwater snail lymnaea stagnalis,574,618
en_ner_craft_md,evaluation.abstracts,1000,23333897,sequence,1099,1107
en_ner_craft_md,evaluation.abstracts,1000,23630454,cells,32,37
en_ner_craft_md,evaluation.abstracts,1000,23363020,oligosaccharides,88,104
en_ner_craft_md,evaluation.abstracts,1000,23611691,n dimethylamino,467,482
en_ner_craft_md,evaluation.abstracts,1000,23323548,bovine oatp1a2,629,643
en_ner_craft_md,evaluation.abstracts,1000,23446650,pyrimidin 4 3h one,170,189
en_ner_craft_md,evaluation.abstracts,1000,23643194,il 5,347,351
en_ner_craft_md,evaluation.abstracts,1000,23116965,cell,330,334
en_ner_craft_md,evaluation.abstracts,1000,23578637,plant,1364,1369
en_ner_craft_md,evaluation.abstracts,1000,23508266,genetic,133,140
en_ner_craft_md,evaluation.abstracts,1000,23360215,ub ubl,675,681
en_ner_craft_md,evaluation.abstracts,1000,23081760,pesticides,2411,2421
en_ner_craft_md,evaluation.abstracts,1000,23411242,water molecules,930,945
en_ner_craft_md,evaluation.abstracts,1000,23299190,gsh,580,583
en_ner_craft_md,evaluation.abstracts,1000,23253260,cell,1466,1470
en_ner_craft_md,evaluation.abstracts,1000,23574017,estrogen analogues,66,84
en_ner_craft_md,evaluation.abstracts,1000,23142425,genotype,1241,1249
en_ner_craft_md,evaluation.abstracts,1000,23434639,compounds,192,201
en_ner_craft_md,evaluation.abstracts,1000,23174754,rats,772,776
en_ner_craft_md,evaluation.abstracts,1000,23539510,rxfp2,1473,1478
en_ner_craft_md,evaluation.abstracts,1000,23623820,ethyl 13 2,1516,1526
en_ner_craft_md,evaluation.abstracts,1000,23578616,alcohol,743,750
en_ner_craft_md,evaluation.abstracts,1000,23207250,cells,698,703
en_ner_craft_md,evaluation.abstracts,1000,23537500,glutamate,1108,1117
en_ner_craft_md,evaluation.abstracts,1000,23521216,c 3,467,470
en_ner_craft_md,evaluation.abstracts,1000,23241369,cellular,177,185
en_ner_craft_md,evaluation.abstracts,1000,23639875,cox 2,1196,1201
en_ner_craft_md,evaluation.abstracts,1000,23562632,hyaluronic acid,326,341
en_ner_craft_md,evaluation.abstracts,1000,23187890,orc1,987,991
en_ner_craft_md,evaluation.abstracts,1000,23122119,lipid,463,468
en_ner_craft_md,evaluation.abstracts,1000,22884520,oxysterols,307,317
en_ner_craft_md,evaluation.abstracts,1000,23562061,chemical,322,330
en_ner_craft_md,evaluation.abstracts,1000,22869589,nuclear,251,258
en_ner_craft_md,evaluation.abstracts,1000,22376270,methanol,169,177
en_ner_craft_md,evaluation.abstracts,1000,23256623,luotonin a,166,176
en_ner_craft_md,evaluation.abstracts,1000,23339181,mdh,942,945
en_ner_craft_md,evaluation.abstracts,1000,22917842,insulin,1334,1341
en_ner_craft_md,evaluation.abstracts,1000,23106652,aphid,491,496
en_ner_craft_md,evaluation.abstracts,1000,23109429,piccolo nua4,140,152
en_ner_craft_md,evaluation.abstracts,1000,23643754,rats,1041,1045
en_ner_craft_md,evaluation.abstracts,1000,23348497,amphibians,472,482
en_ner_craft_md,evaluation.abstracts,1000,23211426,cholesterol,338,349
en_ner_craft_md,evaluation.abstracts,1000,23603383,juniperus,185,194
en_ner_craft_md,evaluation.abstracts,1000,23194824,animals,1555,1562
en_ner_craft_md,evaluation.abstracts,1000,22926699,human genome,22,34
en_ner_craft_md,evaluation.abstracts,1000,23271000,cells,1926,1931
en_ner_craft_md,evaluation.abstracts,1000,23291559,kcnk1 gene,232,242
en_ner_craft_md,evaluation.abstracts,1000,23312945,compounds,50,59
en_ner_craft_md,evaluation.abstracts,1000,23274088,transcripts,752,763
en_ner_craft_md,evaluation.abstracts,1000,23562062,animal,249,255
en_ner_craft_md,evaluation.abstracts,1000,23588391,amino or carboxyl terminus,223,249
en_ner_craft_md,evaluation.abstracts,1000,23291560,progesterone receptor,1014,1035
en_ner_craft_md,evaluation.abstracts,1000,23476712,bp sdna forms,1476,1489
en_ner_craft_md,evaluation.abstracts,1000,23275570,human cells,113,124
en_ner_craft_md,evaluation.abstracts,1000,23625817,tag,401,404
en_ner_craft_md,evaluation.abstracts,1000,23523368,rnas,684,688
en_ner_craft_md,evaluation.abstracts,1000,23578620,polyphenols,153,164
en_ner_craft_md,evaluation.abstracts,1000,23017395,hmg coa reductase,816,833
en_ner_craft_md,evaluation.abstracts,1000,23625817,polypeptide sequence,1260,1280
en_ner_craft_md,evaluation.abstracts,1000,23519470,c flip,1545,1551
en_ner_craft_md,evaluation.abstracts,1000,23253260,t cell,597,603
en_ner_craft_md,evaluation.abstracts,1000,23292302,calcium,114,121
en_ner_craft_md,evaluation.abstracts,1000,23022323,gtii,692,696
en_ner_craft_md,evaluation.abstracts,1000,23471741,antiretroviral,60,74
en_ner_craft_md,evaluation.abstracts,1000,23561151,intracellular,483,496
en_ner_craft_md,evaluation.abstracts,1000,23406956,vitamin e,1021,1030
en_ner_craft_md,evaluation.abstracts,1000,23406956,gst,1472,1475
en_ner_craft_md,evaluation.abstracts,1000,23202249,mrna,665,669
en_ner_craft_md,evaluation.abstracts,1000,23384287,ion,1421,1424
en_ner_craft_md,evaluation.abstracts,1000,23457122,esr2,1173,1177
en_ner_craft_md,evaluation.abstracts,1000,23454146,cell,341,345
en_ner_craft_md,evaluation.abstracts,1000,23428346,cholesterol,351,362
en_ner_craft_md,evaluation.abstracts,1000,23207250,ferulic,352,359
en_ner_craft_md,evaluation.abstracts,1000,22906567,humans,1709,1715
en_ner_craft_md,evaluation.abstracts,1000,23612971,suppressor pvhl,947,962
en_ner_craft_md,evaluation.abstracts,1000,23314046,enzyme,263,269
en_ner_craft_md,evaluation.abstracts,1000,23282222,hyperbranched polyethylenimine,30,60
en_ner_craft_md,evaluation.abstracts,1000,23081760,pesticides,756,766
en_ner_craft_md,evaluation.abstracts,1000,23561112,histamine,0,9
en_ner_craft_md,evaluation.abstracts,1000,22961094,cytochalasin d,1092,1106
en_ner_craft_md,evaluation.abstracts,1000,23210781,plant,1630,1635
en_ner_craft_md,evaluation.abstracts,1000,23476712,dna,341,344
en_ner_craft_md,evaluation.abstracts,1000,23360109,cyp,945,948
en_ner_craft_md,evaluation.abstracts,1000,23293839,1 ethyl 3 methylimidazolium,796,823
en_ner_craft_md,evaluation.abstracts,1000,22287617,epicatechin and vitamin,1560,1583
en_ner_craft_md,evaluation.abstracts,1000,23262278,molecular,833,842
en_ner_craft_md,evaluation.abstracts,1000,23583884,pro inflammatory cytokine,1516,1541
en_ner_craft_md,evaluation.abstracts,1000,23199994,cholesterol,116,127
en_ner_craft_md,evaluation.abstracts,1000,23460310,mammalian cells,298,313
en_ner_craft_md,evaluation.abstracts,1000,23229324,ferrocene,102,111
en_ner_craft_md,evaluation.abstracts,1000,23621521,cells,33,38
en_ner_craft_md,evaluation.abstracts,1000,22902329,vitamin e,1284,1293
en_ner_craft_md,evaluation.abstracts,1000,22917842,genes,241,246
en_ner_craft_md,evaluation.abstracts,1000,23613014,glucose,1277,1284
en_ner_craft_md,evaluation.abstracts,1000,23200245,molecular,247,256
en_ner_craft_md,evaluation.abstracts,1000,23483103,cell,461,465
en_ner_craft_md,evaluation.abstracts,1000,23539510,epithelial cell,411,426
en_ner_craft_md,evaluation.abstracts,1000,23500490,domains,1559,1566
en_ner_craft_md,evaluation.abstracts,1000,23508295,variegatus,913,923
en_ner_craft_md,evaluation.abstracts,1000,23194523,plant,1331,1336
en_ner_craft_md,evaluation.abstracts,1000,23470204,polyhedral,414,424
en_ner_craft_md,evaluation.abstracts,1000,23327905,hl 60,339,344
en_ner_craft_md,evaluation.abstracts,1000,22906570,sds,2463,2466
en_ner_craft_md,evaluation.abstracts,1000,23352908,drug,600,604
en_ner_craft_md,evaluation.abstracts,1000,22614005,gain of function,374,390
en_ner_craft_md,evaluation.abstracts,1000,23457020,amino acids,757,768
en_ner_craft_md,evaluation.abstracts,1000,23074026,genes,475,480
en_ner_craft_md,evaluation.abstracts,1000,23517733,compounds,985,994
en_ner_craft_md,evaluation.abstracts,1000,23129213,cyp3a,297,302
en_ner_craft_md,evaluation.abstracts,1000,22940465,glutathione,830,841
en_ner_craft_md,evaluation.abstracts,1000,23458995,compound,32,40
en_ner_craft_md,evaluation.abstracts,1000,23645666,deletion mutant,525,540
en_ner_craft_md,evaluation.abstracts,1000,23544460,reagents,694,702
en_ner_craft_md,evaluation.abstracts,1000,23418368,statin,1092,1098
en_ner_craft_md,evaluation.abstracts,1000,23631402,cell,589,593
en_ner_craft_md,evaluation.abstracts,1000,23353742,amide,396,401
en_ner_craft_md,evaluation.abstracts,1000,23125282,humans,1355,1361
en_ner_craft_md,evaluation.abstracts,1000,23347038,m6p binding sites,772,789
en_ner_craft_md,evaluation.abstracts,1000,23163768,rna,448,451
en_ner_craft_md,evaluation.abstracts,1000,23470196,trimethyl chitosan,207,225
en_ner_craft_md,evaluation.abstracts,1000,22869589,molecular,454,463
en_ner_craft_md,evaluation.abstracts,1000,23470196,chitosan,248,256
en_ner_craft_md,evaluation.abstracts,1000,23174758,fishes,214,220
en_ner_craft_md,evaluation.abstracts,1000,23194523,plants,1455,1461
en_ner_craft_md,evaluation.abstracts,1000,23645211,neurons,1678,1685
en_ner_craft_md,evaluation.abstracts,1000,23454202,sod,1053,1056
en_ner_craft_md,evaluation.abstracts,1000,23404064,dopaminergic drug,1609,1626
en_ner_craft_md,evaluation.abstracts,1000,23122103,chemical compounds,533,551
en_ner_craft_md,evaluation.abstracts,1000,23368853,scs,965,968
en_ner_craft_md,evaluation.abstracts,1000,23228849,cells,660,665
en_ner_craft_md,evaluation.abstracts,1000,23600682,ammopiptanthus nanus,118,138
en_ner_craft_md,evaluation.abstracts,1000,23015541,caffeine,644,652
en_ner_craft_md,evaluation.abstracts,1000,23540813,peg chains,962,972
en_ner_craft_md,evaluation.abstracts,1000,23376438,mitochondrial,1611,1624
en_ner_craft_md,evaluation.abstracts,1000,22906570,plant,403,408
en_ner_craft_md,evaluation.abstracts,1000,23410161,stilbene,1443,1451
en_ner_craft_md,evaluation.abstracts,1000,22902329,tocopherol,683,693
en_ner_craft_md,evaluation.abstracts,1000,23063876,vtg,569,572
en_ner_craft_md,evaluation.abstracts,1000,23374351,gene,899,903
en_ner_craft_md,evaluation.abstracts,1000,23274058,jaceosidin,887,897
en_ner_craft_md,evaluation.abstracts,1000,23271732,mutations,634,643
en_ner_craft_md,evaluation.abstracts,1000,23305400,tau,1021,1024
en_ner_craft_md,evaluation.abstracts,1000,23557842,rats,1069,1073
en_ner_craft_md,evaluation.abstracts,1000,23406956,malondialdehyde,1254,1269
en_ner_craft_md,evaluation.abstracts,1000,23358196,inhibitors,49,59
en_ner_craft_md,evaluation.abstracts,1000,23433811,nucleotide excision,264,283
en_ner_craft_md,evaluation.abstracts,1000,23605691,enzymes,381,388
en_ner_craft_md,evaluation.abstracts,1000,23450708,protein,1016,1023
en_ner_craft_md,evaluation.abstracts,1000,23237706,hepatocytes,2230,2241
en_ner_craft_md,evaluation.abstracts,1000,23411218,egg,600,603
en_ner_craft_md,evaluation.abstracts,1000,23523425,bcor,530,534
en_ner_craft_md,evaluation.abstracts,1000,23404064,drug,1354,1358
en_ner_craft_md,evaluation.abstracts,1000,23506214,residues,830,838
en_ner_craft_md,evaluation.abstracts,1000,22976768,molecular,185,194
en_ner_craft_md,evaluation.abstracts,1000,23313796,inhibitor of,965,977
en_ner_craft_md,evaluation.abstracts,1000,23246353,proteasome,792,802
en_ner_craft_md,evaluation.abstracts,1000,23363020,molecules,551,560
en_ner_craft_md,evaluation.abstracts,1000,23566059,human monocytes,662,677
en_ner_craft_md,evaluation.abstracts,1000,23142710,human neutrophils,390,407
en_ner_craft_md,evaluation.abstracts,1000,23174265,erk1 2,124,130
en_ner_craft_md,evaluation.abstracts,1000,23340199,nuclear,873,880
en_ner_craft_md,evaluation.abstracts,1000,23090712,la iii,1333,1339
en_ner_craft_md,evaluation.abstracts,1000,22083351,vpa,190,193
en_ner_craft_md,evaluation.abstracts,1000,23353742,human,614,619
en_ner_craft_md,evaluation.abstracts,1000,23174754,androgen receptor,1096,1113
en_ner_craft_md,evaluation.abstracts,1000,22400809,5 o caffeoylshikimic acid,323,348
en_ner_craft_md,evaluation.abstracts,1000,23430161,alcohol,578,585
en_ner_craft_md,evaluation.abstracts,1000,23521216,known,112,117
en_ner_craft_md,evaluation.abstracts,1000,23313711,histidine,1707,1716
en_ner_craft_md,evaluation.abstracts,1000,23645536,nuclear magnetic,390,406
en_ner_craft_md,evaluation.abstracts,1000,23171137,esters,877,883
en_ner_craft_md,evaluation.abstracts,1000,22083351,histone,137,144
en_ner_craft_md,evaluation.abstracts,1000,23122119,quinic,1054,1060
en_ner_craft_md,evaluation.abstracts,1000,23409715,histone,177,184
en_ner_craft_md,evaluation.abstracts,1000,22659088,protein,62,69
en_ner_craft_md,evaluation.abstracts,1000,23643702,lipid,111,116
en_ner_craft_md,evaluation.abstracts,1000,23075005,drug,738,742
en_ner_craft_md,evaluation.abstracts,1000,23261677,hydroxyanisole,935,949
en_ner_craft_md,evaluation.abstracts,1000,22906567,avobenzone,1259,1269
en_ner_craft_md,evaluation.abstracts,1000,23184152,ionic,74,79
en_ner_craft_md,evaluation.abstracts,1000,23238124,osteocyte,167,176
en_ner_craft_md,evaluation.abstracts,1000,23605691,alleles,938,945
en_ner_craft_md,evaluation.abstracts,1000,23381061,anisole,705,712
en_ner_craft_md,evaluation.abstracts,1000,23318728,platelet,1078,1086
en_ner_craft_md,evaluation.abstracts,1000,23539510,mmp2,619,623
en_ner_craft_md,evaluation.abstracts,1000,23539510,rxfp2 transcripts,858,875
en_ner_craft_md,evaluation.abstracts,1000,23578391,bdnf,518,522
en_ner_craft_md,evaluation.abstracts,1000,23127917,nadph oxidase subunit gp91 phox,1050,1081
en_ner_craft_md,evaluation.abstracts,1000,23483189,nucleus,1011,1018
en_ner_craft_md,evaluation.abstracts,1000,23512500,micronuclei,1278,1289
en_ner_craft_md,evaluation.abstracts,1000,23229440,organisms,113,122
en_ner_craft_md,evaluation.abstracts,1000,23411226,protein,790,797
en_ner_craft_md,evaluation.abstracts,1000,23163352,residues,357,365
en_ner_craft_md,evaluation.abstracts,1000,23150213,drug,86,90
en_ner_craft_md,evaluation.abstracts,1000,23591845,plants,228,234
en_ner_craft_md,evaluation.abstracts,1000,23461378,oatp1b1,505,512
en_ner_craft_md,evaluation.abstracts,1000,22902329,neuronal,278,286
en_ner_craft_md,evaluation.abstracts,1000,23360109,lipid,649,654
en_ner_craft_md,evaluation.abstracts,1000,23250485,oxygen,869,875
en_ner_craft_md,evaluation.abstracts,1000,23518471,atp,1365,1368
en_ner_craft_md,evaluation.abstracts,1000,23581876,oh pcb,853,859
en_ner_craft_md,evaluation.abstracts,1000,23411254,etu,848,851
en_ner_craft_md,evaluation.abstracts,1000,23313711,glutathione,1047,1058
en_ner_craft_md,evaluation.abstracts,1000,23142577,compounds,1481,1490
en_ner_craft_md,evaluation.abstracts,1000,22340730,genetic deletion,827,843
en_ner_craft_md,evaluation.abstracts,1000,23600364,au,169,171
en_ner_craft_md,evaluation.abstracts,1000,23223517,xenobiotics,351,362
en_ner_craft_md,evaluation.abstracts,1000,23512500,oregonin,117,125
en_ner_craft_md,evaluation.abstracts,1000,22956627,bsep,850,854
en_ner_craft_md,evaluation.abstracts,1000,23410161,beta amyloid,1557,1569
